doc_id;username;retweet_count;favorite_count;full_text;label;topic
49986;Fabiodemasi;23;79;Nebelkerzen: Zum Spin Scholz haette Fragen zu mir zu weiteren Treffen mit Olearius nicht beantwortet (schlimm genug) und wir haetten nachfragen sollen. Ein Thread. 1. Er hat geantwortet: Es gaebe nichts ausser was schon in Presse stand. Das ist eine Antwort und war unwahr.CumEx;negative;Innenpolitik, Wirtschaft
1461;alice_weidel;387;1270;+++Unsere Strassen sind nicht die Buehne fuer Migranten-Raser!+++ Es sind junge Maenner mit Migrationshintergrund, die auf der Strasse die Muskeln spielen lassen. Ganz offenbar, weil die Strafen zu gering sind. Hier muss dringend nachgebessert werden! AfD ;negative;Flüchtlingspolitik
2199;HeikoMaas;235;1129;Wenn Juedinnen und Juden in Europa wieder Angst haben, ist das beschaemend fuer uns alle. Jeder einzelne Angriff auf sie ist auch eine Attacke auf unsere liberale Demokratie. Juedisches Leben muessen wir als unverdientes Geschenk betrachten und alles tun, um es bei uns zu schuetzen.;negative;Rechtsradikalismus
2294;oezoguz;12;60;Was kann nur Menschen dazu verleiten, eine derart abscheuliche und niedertraechtige Tat zu begehen? In einer Kirche, zum religioesen friedlichen Fest zum Moerder zu werden.. Ich trauere mit allen Angehoerigen und wuensche SriLanka, dass sie enger zusammenruecken gegen Hass und Terror.;negative;Rechtsradikalismus
6597;DietmarBartsch;29;108;Mich bestuerzt die verantwortungsvergessene Leichtigkeit, mit der ein deutscher Politiker postuliert, Bomben auf den Iran sind moeglich, und gleichzeitig abstreitet, dass dadurch mehr Menschen in die Flucht getrieben werden. Der Nahe Osten ist mahnender Zeuge fuer das Gegenteil.;negative;Außenpolitik, Nahost
7658;GregorGysi;28;340;Lars Eidinger bekommt verdient sein @bravomagazin-Poster. Er ist ein toller Schauspieler. Wie seine Fans, die ihn unterstuetzt haben, freue ich mich fuer ihn, weise aber selbstverstaendlich jede Mittaeterschaft zurueck.  Es ist schon interessant, was eine Mail so bewirken kann.;positive;?
8939;karl_lauterbach;27;169;Prantl hat Recht, die GroKo hat derzeit weder in der Bevoelkerung Rueckhalt, noch hilft sie den Beteiligten. Sie haelt dazu die AfD stark. Der dringend notwendige Neuanfang in Umwelt-, Sozial- und Sicherheitspolitik kommt so nicht. SPD stagniert im Siechtum;negative;Innenpolitik, GroKo
10674;karl_lauterbach;65;1038;Der Staat hat nicht versagt, im Gegenteil. Er konnte den Anschlag verhindern, die Verbrecher fassen. Der Polizei und den Ermittlern gebuehrt groesster Dank, keine Beschimpfung. Es geht in erster Linie weder um Tuerken, Mazedonier oder Offenbacher. Nur um hochgefaehrliche Verbrecher;positive;Rechtsradikalismus
11293;alice_weidel;814;2750;+++Schlag ins Gesicht der Demokratie!+++ Der Waehler wird sehr genau beobachten, wie hier mit uns umgegangen wird. Das Verhalten der anderen Parteien ist ganz klar undemokratisch. Wir sind die groesste Oppositionspartei im Bundestag. HarderKuehnel Bundestagsvizepraesidentin AfD;negative;AfD
13295;karl_lauterbach;32;1146;Danke an alle, die Nina und mich gewaehlt haben. Und an alle, die bei den Regionalkonferenzen waren. Die Mitglieder sind der Goldschatz der SPD. Menschen voller Idealismus und Engagement fuer die Partei. Und auch Glueckwunsch an die beiden Gewinnerpaare;positive;Innenpolitik, Wahlen
13889;oezoguz;1;11;Ein sehr emotionaler Termin heute Morgen. Eine bewundernswerte Frau, die sich trotz allem, was ihr angetan wurde, um so viele Differenzierungen und um Klarheit bemueht. Aber auch ihre Aengste offen anspricht. Danke Nadia Murad @NadiaMuradBasee. Und Danke @AuswaertigesAmt;positive;?
14679;svenlehmann;29;276;Was ich an @FridayForFuture so wichtig finde: Es geht zuerst um Klimaschutz, ja. Aber es geht auch um Menschenrechte und ein solidarisches Miteinander. Es geht um einen neuen Gesellschaftsentwurf jenseits von Ausbeutung und Gegeneinander. Wir sollten da sehr genau hinhoeren.;positive;Umweltpolitik, Sozialpolitik
16991;KarambaDiaby;10;94;Mit u.a. Ministerin Giffey und Staatssekretaerin @Moebbeck habe ich gestern an die Opfer in Halle gedacht. Wir haben viele Gespraeche gefuehrt: Ich sah bei den Hallenser*innen keine Resignation, sondern ein starkes Mitgefuehl  den  Wunsch nach Zusammenhalt. Das gibt mir Kraft.;positive;Rechtsradikalismus
17355;Frank_Pasemann;59;171;Linke Kravallisten wie @jonas_fedders nennen sich Journalisten. Ihre Agenda ist Provokation und Denunziation. Wenn Kubitschek, die Mitarbeiter und Gaeste von @antaios belaestigt werden, dann ist das vieles, aber kein Journalismus. Die Polizei erklaert es ihm vergeblich! fbm19 @AfD;negative;Medien
21495;rbrinkhaus;18;60;Es fehlt leider sehr haeufig an Respekt gegenueber den Menschen im Osten. Ueber deren Leben wird oft hinweg gegangen, als ob sie vor der Wende nichts geleistet haetten. Das gilt aehnlich fuer die Zeit  nach 1990. Interview u.a. in der @lr_online ;negative;Innenpolitik
23013;larsklingbeil;44;333;Die @spdde ist die mitgliederstaerkste Partei  lasst uns die Staerke nutzen. Ich freue mich, wenn sich moeglichst viele Mitglieder einbringen  wir den besten Weg finden, den Vorsitz neu zu besetzen. Die naechste Zeit kann fuer alle SozialdemokratInnen richtig spannend werden.;positive;Innenpolitik, SPD
23139;karl_lauterbach;19;94;Der Mega-Streit in der Union zwischen Merkel und Seehofer, der fast die Union gespalten und die GroKo beendet haette, hat zu nur 11 (!) zusaetzlichen Abschiebungen gefuehrt. Das zeigt, wie laecherlich der ganze Symbolkampf war, der nur der AfD genutzt hat. ;negative;Innenpolitik, GroKo
25970;karl_lauterbach;1;72;Eine solche Tragoedie bestuerzt alle Weltreligionen, die sich ja sofort solidarisch erklaert haben. Jede Tragoedie ist aber offenbar fuer die AfD eine Gelegenheit, Abendland gegen andere zu spalten. Die Reaktion auf den Brand ist zum Glueck ein Zeichen des Zusammenhalts in Europa.;negative;AfD, Rechtsradikalismus
26726;jensspahn;5;57;Was fuer ein toller Parteitag der  @cdukreisborken heute in Bocholt! Ich danke allen Delegierten fuer das grosse Vertrauen und die Wiederwahl mit dem schoenen Ergebnis von 99,4 Prozent. Lasst uns die vor uns liegenden Aufgaben mit Zuversicht gemeinsam angehen.;positive;Innenpolitik, Wahlen
28123;PaulZiemiak;16;75;Eine klare Ansage nach der anderen! Beim saechsischen Wahlforum sieht man, dass @MPKretschmer der Richtige fuer den Freistaat Sachsen ist. Die @cdusachsen hat die richtigen Ideen fuer beste Bildung, mehr Sicherheit und eine lebenswerte Heimat in Stadt und Land. sltw19;positive;Innenpolitik, Wahlen
30101;Beatrix_vStorch;271;1060;So vorhersehbar, wie armselig: Kaum ist mal eine Woche lang im Sommer Sommer, schon geht das Klimagekreische wieder los. Heiss- Klimakrise. Aber bei 17 Grad u Regen im Juli, belehrt man uns: das sei Wetter. Hat mit Klima nix zu tun. Entscheidet Euch mal, ihr Aengsteschuerer!;negative;Umweltpolitik
32245;DietmarBartsch;75;320;Dass Macron am Pranger steht und nicht Kriegsherr Erdogan, sagt alles ueber die @NATO. Die Bundesregierung laesst Deutschlands engsten Partner Frankreich im Stich. Es kann nicht sein, dass Deutschland naeher bei Trump und Erdogan steht als bei der franzoesischen Regierung. NATO70;negative;Außenpolitik, Nahost
33587;martinarenner;63;97;Wenn VS bei Vorbereitung von Straftaten wegsieht, dann ist mit Sicherheit Quellenschutz im Spiel. Und im LKA Berlin muessen endlich rechte Seilschaften ausgemacht und rausgeworfen werden. Vielleicht klappt es dann mit Strafverfolgung bei Neonazis und Schutz der Opfer. Neukoelln;negative;Innenpolitik, Grüne
35491;KarambaDiaby;9;62;Ein schoener Tag fuer Halle. Die Bereinigungssitzung des Haushaltsausschusses hat beschlossen: 16,2 Mio. Euro erhaelt Halle aus Zuschuessen fuer investive Kulturmassnahmen. 2,9 Mio. Euro fuer die Moritzkirche  13,3 Mio. Euro fuer das Stadtbad Halle. Danke an @kahrs und BettinaHagedorn;positive;Lokalpolitik
37751;ABaerbock;102;2529;Vielen Dank!!! Ich freue mich riesig ueber das Vertrauen in Robert und mich und auf die kommenden zwei Jahre mit euch! Es gibt viel zu tun: Wir werden weiter mit Herzblut fuer eine mutige Politik kaempfen, die die Probleme unserer Zeit anpackt! BDK19 @BUeNDIS90/DIE GRUeNEN;positive;Innenpolitik, Wahlen
41556;Beatrix_vStorch;252;1424;Herzliche Glueckwunsch nach Thueringen: Die AfD holt den 3. grossen Wahlerfolg 2019. Osten ist Hochburg mit einer treuen Waehlerschaft von klar ueber 20  Prozent. Ohne AfD gibt es im Osten keine stabilen Mehrheiten. Jetzt Koalition: Linke und CDU? Go for it!  Thueringenwahl ltwth19;positive;Innenpolitik, Wahlen
41748;PaulZiemiak;1;25;Ich moechte mich bei allen Mitarbeitern im KAH bedanken. Ihr habt alle zusammen unermuedlichen Einsatz  Leidenschaft gezeigt. Ich freue mich auf alles, was wir gemeinsam noch im gesamten Team bewegen werden. Ich weiss heute: Es wird gut! cdupt19;positive;Innenpolitik, Wahlen
45409;Beatrix_vStorch;563;2029;Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung aechten, ausgrenzen, klein halten (?)... der Phantasie den freien Lauf. Da faellt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was fuer eine erbaermliche Figur.;negative;Medien, Rechtsradikalismus
46168;svenlehmann;114;658;Der Bundestag debattiert gerade die Entschaedigung von Opfern von Gewalttaten. AfD-Mann Sichert nennt dieses Gesetz Blutgeld und hetzt bei seiner Rede gegen Muslime. Die Opfer sind der AfD egal, Menschen generell sind ihnen egal. Diese Partei ist eine Schande!;negative;AfD, Rechtsradikalismus
50494;HeikoMaas;51;337;Vor dreissig Jahren fiel die Berliner Mauer. Doch sie fiel nicht einfach  sie wurde zu Fall gebracht. Sie wurde eingerissen von den vielen mutigen Menschen in Ostdeutschland, deren Hunger nach Freiheit und Gerechtigkeit staerker war als alle Zaeune und Mauern. Danke! mauerfall30;positive;Innenpolitik, Ostdeutschland
51693;MartinSchulz;26;115;"Die Drohung von Erdogan, die Fluechtlingsvereinbarung mit der EU aufzukuendigen, ist zynisch und darf nicht als Grund herhalten sein Verhalten zu tolerieren. Das Leid von Menschen mit dem Leid anderer Menschen aufzuwiegen ist unmenschlich; es ist Erpressung auf niedrigstem Niveau.";negative;Außenpolitik, Nahost
52087;karl_lauterbach;131;730;So einen Unsinn liest man nur sehr selten. Bild veroeffentlicht die Morde des Terroristen um AUFLAGE zu machen. Nichts sonst. Es ist unsolidarisch anderen Zeitungen gegenueber, weil nur damit es solche Bilder gibt, wird der Terror begangen. Wir sollten den Dreck nicht zeigen.;negative;Medien
54124;karl_lauterbach;86;354;Versagen beim Klimaschutz kann man nur verbergen, wenn man die Wirkung der Massnahmen nicht untersucht. Den Weg geht Scheuer jetzt. Das darf die SPD nicht mittragen. Weder die Auto-Krise noch der Klimaschutz kommen so weiter. Scheuer wird zum GroKo-Problem;negative;Umweltpolitik
55314;karl_lauterbach;23;165;Man muss weder Schwuler noch gegen den Islam sein um diese Barbarei zu verurteilen. Steinzeit-Islam der Scharia ist aber weder repraesentativ noch der Grund fuer die homophobe Kultur der Unterdrueckung in Brunei. Wenn das Land die Menschenrechte nicht achtet muessen wir Druck machen;negative;Außenpolitik, Islam
55430;Oliver_Krischer;23;132;Klasse! Die FridaysForFuture haben heute mit 40.000 Teilnehmer*innen die groesste Demo aller Zeiten in der langen Geschichte von Aachen auf die Beine gestellt - bunt, kreativ, europaeisch. Die Botschaft von FFFgoesAachen AC2106 ist klar: Macht endlich ernst mit Klimaschutz;positive;Umweltpolitik
