doc_id;username;retweet_count;favorite_count;full_text;label;topic;from;to
6821;SBarrientosK;0;0;Und bei Ihrem Argument vom Nullsummenspiel und der Neiddebatte gehe ich nicht mit: ich kann gleichzeitig mehr Unterstuetzung fuer Soloselbstaendige und hoehere Loehne fuer Menschen in Pflegeberufen fordern.;positive;Pflegeberufen;184;197
20904;n_roettgen;1;11;4/10 Zunaechst zur Methode: Anstelle eines Sammelsuriums an Vorschlaegen, die mehr Fragen als Antworten aufwerfen und praktisch ueberall mehr Europa wollen, plaediere ich fuer Fokussierung. Wir muessen genau beschreiben, wo/wie Europa fuer die Buerger konkret einen Fortschritt bedeutet.;negative;Europa;142;148
6150;annachristmann;1;14;Wissenschaft macht gerade einen super Job. Am Ende sind politische Entscheidungen zu treffen, aber auf der Grundlage von Experise. Und jetzt zeigt sich: wenn noetig, kann diese sehr schnell zur Verfuegung gestellt werden.;positive;Wissenschaft;0;12
25455;DJanecek;1;6;Man wird die naechsten Tage sehen, wie wirksam der Lockdown ist und dann kann das mit der Oeffnung der Grundschule auch schneller gehen. Aber Sie haben voellig Recht: Grundschule geht nur in Praesenz.;positive;Lockdown;51;59
16099;janoschdahmen;1;21;Absehbare Verlierer: Die Beschaeftigten im Gesundheitswesen, die unter Volllast auch an den Feiertagen neben hunderten COVID19 Patient:nnen die toxische Mischung aus alkoholkranken Feiernden, Knaller-Opfern und neu infizierten Menschen versorgen muessen. 3/5;negative;Gesundheitswesen;43;59
5596;Thomas_Bareiss;6;60;Deutschland in seiner Vielfalt ist ein wunderschoen. Ich freu mich sehr, dass ich als Beauftragter der Bundesregierung fuer den Tourismus unsere Heimat das Reiseland Deutschland vertreten darf. Eine spannende und ehrenvolle Aufgabe fuer eine wichtige Branche. Schoenes Deutschland;positive;Vielfalt;22;30
19695;katjakipping;8;36;Letzte Woche hab ich im freien, nichtkommerziellen ueber die 4Tage Woche gesprochen. Fuer mich gehoeren Arbeitszeitverkuerzung und voller Lohnausgleich bei geringen und mittleren Einkommen zusammen. Hier das ganze Interview zum Nachhoeren:;positive;Arbeitszeitverkuerzung;104;126
7508;filizgreen;6;13;Die 30. Sammelabschiebung und immer noch ist Afghanistan nicht sicher. Das zeigt auch der Besuch von AKK und Ankuendigung der Mandatsverlaengerung der Bundeswehr. Dieses Jahr ist die Zahl der getoeteten Zivilist*innen nochmals dramatisch angestiegen. Daher: Abschiebestopp jetzt!;negative;Abschiebestopp;258;272
26268;dfoest;0;11;Glueckwunsch zu 65 Jahre Bundeswehr! Und gleichzeitig ein grosses Dankeschoen an alle Freiwilligen, Zeit- und Berufssoldaten. Wir gedenken den Menschen, die in diesen Jahrzehnten ihr Leben im Einsatz gelassen haben oder verwundet wurden.;positive;Bundeswehr;25;35
3696;filizgreen;1;12;Mit Recht gegen Rechts - Nicht das Strafgesetz, sondern die effektive Strafverfolgung ist entscheidend Meine Gaeste zu den Themen rechte Gewalt und Strategien gegen Rassismus: und Diskutiert mit. Mehr Infos und Anmeldung;negative;Rassismus;165;174
191;svenlehmann;11;140;Das Verbot von Grossveranstaltungen bis Ende August ist nachvollziehbar + richtig. Aber es trifft auch die vielen CSD|s im Land hart. Wir werden nun andere Wege finden muessen, auf die Lage von LSBTI aufmerksam zu machen. Gerade jetzt duerfen Menschenrechte nicht vergessen werden!;negative;Menschenrechte;243;257
22974;crueffer;0;2;So, so de Maizire meint, Familienzusammenfuehrung muesse ja nicht unbedingt in Deutschland stattfinden. Und so schnell ist es wieder vorbei mit der schwarz-gruenen Jamaika-Naehe...;negative;Familienzusammenfuehrung;25;49
22647;larsklingbeil;12;97;Die FDP hat nichts verstanden. Bei der Grundrente geht es um Anerkennung und Respekt fuer Lebensleistung. Wer 35 Jahre gearbeitet hat, hat sie sich verdient. Das ist mehr als sozial! Deshalb: Moevenpick-Steuer abschaffen und das Geld in die Grundrente stecken. Zusammenhalt;negative;Grundrente;39;49
20083;CarenLay;15;57;Moegen die anderen Bezirke von Berlin, moege die gesamte Republik bitte diesem Beispiel folgen: Zwangsraeumungen und Stromsperren stoppen! Coronakrise;negative;Coronakrise;139;150
4913;berlinliebich;8;56;Die Menschenrechte und das Voelkerrecht muessten uneingeschraenkt gelten. Ihr duerft nicht die Objektivitaet verlieren, habe er den Unerbittlichen in seiner Partei immer wieder gesagt. in Guter Mann.;positive;Menschenrechte;4;18
10301;zaklinnastic;8;12;Salih Muslim war erst letzte Woche in und berichtete ueber die schwere Situation in Afrin und Tuerkei ,jetzt wurde er festgenommen.Morgen beginnt der Prozess in Prag.Freiheit fuer Salih Muslim,statt Unterstuetzung fuer Diktator Erdogan!;negative;Erdogan;228;235
5720;IreneMihalic;0;0;Hier ein Auszug aus unserem Antrag. Die Forderung nach einer umfassenden wissenschaftlichen Untersuchung wird uebrigens auch aus Polizeikreisen unterstuetzt, wie z.B. vom Bund Deutscher Kriminalbeamter. Haben Sie sicher mitbekommen.;positive;wissenschaftlichen;73;91
25334;FrankSchwabe;2;7;Der Scheuer soll seinen Job machen und nicht einen Schmarrn erzaehln. Ohne Dieselnachruestung wird es nicht gehen. Im Sinne der Verbraucher*innen und nicht als Buettel der Industrie.;negative;Dieselnachruestung;75;93
3318;FrStraetmanns;0;5;Die Bedingungen, die in der Fleischindustrie fuer die Beschaeftigten herrschen, gefaehrden auch die uebrige Bevoelkerung. Mit dem Corona-Ausbruch bei Toennies muss das endlich auch der Politik klar sein!;negative;Fleischindustrie;28;44
16635;EskenSaskia;12;122;Zumindest ebenso wichtig erscheint mir die Empfehlung, die dramatischen (psycho-) sozialen Folgen des Lockdowns ernstzunehmen und Unterstuetzungssysteme wie aufsuchende Hilfen, Beratung und offene Treffs schnellstmoeglich mit Schutzmasken auszustatten und wieder hochzufahren.;positive;Schutzmasken;226;238
8835;FrankSchwabe;3;3;Zum Antikorruptionstag passt es doch, dass in der naechsten Woche weitere Entwicklungen im Fall Karin Strenz zu erwarten sind! Endlich! Korruption darf sich nicht auszahlen, sondern sie muss bestraft werden! Europarat Aserbaidschan PACE;positive;Korruption;136;146
2593;KonstantinNotz;62;480;Die Transatlantische Freundschaft beruht auf gemeinsamen Werten. Wenn ein US-Praesident essentielle Teile dieser Werte mit Fuessen tritt, muss man das kritisieren, sonst ist diese Freundschaft einfach nur eine leere Huelle. Der Vorwurf, das sei undiplomatisch oder ....;positive;Freundschaft;21;33
9182;Schwarz_MdB;0;9;Weil Helge die Doppelmoral der Gruenen exakt beschrieben hat. Was passiert denn in Baden-Wuerttemberg? Sicher ist das keine Modellregion fuer gelungene Asylpolitik. Asyl;negative;Asylpolitik;152;163
18594;GoeringEckardt;11;68;Der Gesetzentwurf, den die Bundesjustizministerin vorgelegt hat, enttaeuscht auf ganzer Linie er bleibt sogar hinter der UN-Kinderrechtskonvention zurueck. Deshalb brauchen wir STARKE Kinderrechte im Grundgesetz Stark Fuer Kinderrechte;negative;Kinderrechte;184;196
5442;StefingerMdB;0;11;Fuer uns selbstverstaendlich, fuer 2,1 Mrd. Menschen nicht, da sie keinen Zugang zu sauberem Wasser haben: Haendewaschen. Heute ist int. Haende-Waschtag. unterstuetzt Aufbau von mobilen Waschbecken zur Corona-Praevention!;positive;Haendewaschen;107;120
6312;nilsschmid;4;13;Digitalisierung und Klimaschutz veraendern die Arbeit. Und zwar rasant. Mit dem Arbeit-von-morgen-Gesetz kuemmern wir uns darum, dass Beschaeftigte Schritt halten koennen. Qualifizierung wird so kuenftig einfacher und attraktiver. Wir wollen Beschaeftigung und Sicherheit fuer alle.;positive;Klimaschutz;20;31
8637;alexandersneu;3;2;Bundeswehr hat erhebliche Rekrutierungsprobleme, da immer weniger junge Menschen Lust auf Militsrismus und unsinnigen Gehorsam haben;negative;Bundeswehr;0;10
24671;Otto_Fricke;0;1;Nochmal: Die Bundesregierung kann ausser in Notsituationen keine Massnahmen beschliessen die Geld kostet. Das muss das Parlament machen. Wir haben Gewaltenteilung und das ist gut so !;positive;Gewaltenteilung;147;162
12182;derdanyal;1;13;Wir brauchen Fehleranalyse und parlamentarische Untersuchung des Falls Wirecard. Auf Basis dieser Erkenntnisse braucht es dann eine Neuerfindung der Bafin, damit die Aufsicht des digitalen Finanzmarktes gelingen kann. Mehr im;positive;Fehleranalyse;13;26
8571;HHirte;2;6;Geht doch! Land, Bahn NVR haben die Planungsvereinbarung zum S-Bahn-Ausbau Knoten Koeln unterzeichnet. Mit dem neuen Planungsbeschleunigungsgesetz hat der Bund bereits 2018 den Weg fuer effizientere Verfahren transparentere Buergerbeteiligung frei gemacht!;positive;Bahn;17;21
1366;NielsAnnen;0;5;Danke fuer die enge Zusammenarbeit in den letzten fuenf Jahren! Bis bald in Israel;positive;Israel;76;82
10461;sven_kindler;1;25;Auch wenn das Nazis und Coronaleugnern nicht gefaellt. Das Parlament arbeitet weiter und laesst sich nicht beirren. Jetzt Diskussion mit im Haushaltsausschuss zur Steuerschaetzung und Haushaltsplanung. democracyatwork staystrong;negative;Nazis;14;19
448;MariaKlSchmeink;0;0;Es ist Aufgabe der Laender solche Versorgungsverbuende zu organisieren. Klappt vielerorts auch. Was aber schlecht waere: als Risikopatient in der Grundversorgung ohne Knowhow zu landen.;negative;Risikopatient;125;138
24380;MWBirkwald;0;1;DIE LINKE war nie an der Absenkung des Rentenniveaus beteiligt! Und zum Mindestlohn: Er muss hoch genug sein, dass niemand Vollzeit arbeitet und davon oder von der Rente nicht leben kann. Ein hoeherer Mindestlohn sorgt aber auch dafuer, dass andere Loehne steigen.;positive;Mindestlohn;72;83
1498;KatrinHelling;0;2;Heute hat er sich erstmalig darauf berufen, dass das Bundesverwaltungsgericht sein Urteil im Lichte des Verbotes der Sterbehilfe getroffen haette und dies, da 217 StGB ja nichtig sei, so nicht mehr zu halten sei. Eine krude Logik wie ich finde. Sterbehilfe BVerf G;negative;Sterbehilfe;117;128
9657;DirkSpaniel;27;61;Linksextremisten greifen Polizei in Stuttgart bei erster Mai-Demo an. Pyrotechnik, Tritte und Schlaege. Danach Fest im linken Szenetreff Lilo Hermann.Linksextremismus ist eine Gefahr fuer die Demokratie. Deshalb AfD Af Dwaehlen kommunalwahl Europawahl;negative;Linksextremismus;150;166
20698;JuergenBraunAfD;1;6;SED-Propaganda 2020: Die Besonnene Dafuer muessen die GEZ-Zwangsgebuehren weiter erhoeht werden. 8Mrd fuer den teuersten Staatsfunk der Welt reichen nicht. Vielen Dank fuer Ihre Gebuehren Sachsen Anhalt Rundfunkgebuehr Rundfunkbeitrag;negative;Rundfunkbeitrag;219;234
19940;ManuelHoeferlin;3;11;Der Bundespraesident ist nicht der Unterhaendler der Verfassung er ist die letzte Verteidigungslinie, um offensichtlich verfassungswidrige Gesetze noch aufzuhalten. Lieber Herr Steinmeier, verweigern Sie die Ausfertigung!;negative;Bundespraesident;4;20
1831;UweSchummer;0;2;Anonym im Netz, die Nennung von einfachen Zahlen zu kritisieren, ist wenig ueberzeugend. Da habe ich ein anderes Verstaendnis von Meinungsfreiheit;negative;Meinungsfreiheit;130;146
18204;sabineleidig;9;29;Sommer der Solidaritaet, heute in Berlin. Danke unteilbar! Knapp 250.000 Menschen(!) kommen bei bestem Wetter zusammen und setzten ein Zeichen fuer Solidaritaet und gegen Ausgrenzung. Und morgen in Bayern Linke in den Landtag waehlen und CSU so richtig aergern!;positive;Solidaritaet;11;23
3765;AndrejHunko;1;2;In Slowenien wurde der Wirtschaftsminister verhaftet, aus Protest dagegen traten der Innenminister und der Polizeichef zurueck: Deren Rechtsregierung straeubt sich gegen Korruptionsermittlungen zum Kauf von Corona-Schutzausruestung.;positive;Korruptionsermittlungen;170;193
25453;LisaPaus;14;26;Der Rettungsplan fuer Veranstalter und Soloselbststaendige steht jetzt auf meiner Webseite. Die Koalition hat 8 Monate lang nichts praktikables vorgelegt. Es bleibt nicht mehr viel Zeit, um eine riesige Pleite- und Selbstmordwelle zu verhindern.;positive;Rettungsplan;4;16
13353;Dr_Rainer_Kraft;5;13;Antifa ist Gewalt Antifa ist Hass Antifa ist Sozialismus Antifa ist Terrorismus Antifa ist der terroristische Arm von SED und Bekenntnis zur Antifa macht klar: diese Parteien sind der parlamentarische Armdes Linksterrorismus;negative;Terrorismus;68;79
904;conni_moehring;8;23;Vor 25 Jahren ist die heute noch gueltige Regelung zu Schwangerschaftsabbruechen in Kraft getreten - eine bevormundende Erlaubnis, kein Recht. Seit 1871 gibt es ein Verbot von Schwangerschaftsabbruechen und eine Austragungspflicht (mit Ausnahme der DDR-Regelungen). Weg Mit218;positive;Schwangerschaftsabbruechen;54;80
15489;BriHasselmann;1;24;Vielen Dank fuer Einblicke, Gespraeche u. Diskussion ueber eure Region, anstehende Strukturveraenderung Kohleausstieg, Mobilitaet im laendlichen Raum u.Anspruch Notwendigkeit gleichwertiger Lebensverhaeltnisse. Goerlitz Starke Gruene werden gebraucht! u.;positive;Gruene;227;233
4944;mrosek1958;0;1;Landtagswahlen: Der Vormarsch der AfD in Ostdeutschland via Der Osten kennt die Diktatur und will keine neue! Der ueber Jahrzehnte weichgespuelte Westen muesste langsam mal aufwachen und merken, was in Deutschland passiert.;negative;Diktatur;80;88
4546;ebner_sha;0;2;Was versprechen Sie sich denn von solchen persoenlichen Zuweisungen? Nicht sehr wissenschaftlich. Und auch keine faire Diskussionskultur. Wuenschen Sie sich so eine wissenschaftliche Debatte? Schade.;positive;wissenschaftlich;80;96
9550;Uwekekeritz;7;8;Wieder ein Beispiel fuer die Ausbeutung in den globalen Lieferketten. Gesetzliche menschenrechtliche Sorgfaltspflichten waeren ein wichtiger Schritt, um die Arbeitsbedingungen zu verbessern.;positive;Ausbeutung;29;39
11528;FrStraetmanns;0;2;Rassismus ist kein Orchideenthema. Rassismus ist fuer viele Menschen eine taegliche Bedrohung. Rassismus toetet. Das wurde uns gestern mit dem schrecklichen Attentat mit 49 Toten auf eine Moschee in Christchurch wieder vor Augen gefuehrt.;negative;Rassismus;0;9
21729;badulrichmartha;9;58;Kannste dir nicht ausdenken. Mehr Abgaben auf CO2 soll es geben.. Da kommen die Finanzleute ja reichlich spaet drauf! Konsequent waere jetzt mal die Fluege weltweit ordentlich zu besteuern. Und die Schifffahrt auf einen Klimapfad setzen. Nicht reden, machen. Climate Action;negative;Klimapfad;220;229
20937;ABaerbock;39;301;Das ist die Leistung von Hunderten Wahlkaempfern und Politikern im Land, die draussen waren und gezeigt haben, dass sie dicht an dem sind, was die Menschen umtreibt. Und im Konkreten beweisen, wie lebensnah gruene Politik ist. kwsh kow18 Kommunalwahl;positive;gruene;207;213
10119;AnjaKarliczek;0;4;GB ist ein exzellenter Forschungspartner in der EU. Die Frage, wie eine weitere Zusammenarbeit in der Wissenschaft aussehen kann, koennen wir aber erst beantworten, wenn wir die Basis, auf der der Brexit erfolgt, kennen.;positive;Brexit;197;203
20429;HeikeHaensel;9;22;Die Morde in Hanau sind unfassbar, meine Anteilnahme gilt den Angehoerigen. Meine Wut und mein Widerstand gilt den buergerlich maskierten rechten Hetzern und rassistischen Stimmungsmachern von Maassen bis AFD !;negative;AFD;205;208
13332;m_schieder;1;3;Solidaritaet! Wir stehen an der Seite der Arbeitnehmerinnen und Arbeitnehmer! Stellenabbau und Betriebsschliessungen sind keine Loesung! Continental Vitesco;positive;Solidaritaet;0;12
2788;HeikoMaas;9;48;Die Entscheidungen des Tages ermoeglichen den Fokus auf das, was wirklich wichtig ist: Dialog ueber die Inhalte des KoaV, Umsetzen sozialdemokratischer Politik, die Probleme der Menschen loesen statt Selbstbeschaeftigung. Nur darum geht es jetzt. SPD;positive;SPD;247;250
14381;EskenSaskia;0;17;Fuer Familien mit akuten Einkommensverlusten durch Kurzarbeit, Lohneinbussen wegen fehlender Kinderbetreuung oder Umsatzeinbruechen bei Selbstaendigen soll der Zugang zum Kinderzuschlag erleichtert werden, naechste Woche im Bundestag.;positive;Kinderzuschlag;171;185
6797;oezoguz;1;4;Da ist ja schon viel richtiges. Und ich bewundere diejenigen, die es schwer haben und trotzdem nicht nur kritisieren, sondern auch die Massnahmen akzeptieren. Bei allen Ueberlegungen zur Rueckkehr ins Normalleben muessen wir klar schauen, dass so viele wie moeglich ueberstehen.;positive;Massnahmen;135;145
16990;UweSchummer;7;28;Die letzten beiden Termine im Heimatkreis sind auch abgesagt. Diese Woche also lesen statt reden, wandern statt sich treffen, HomeOffice statt Buero, sich sammeln statt Versammlung Corona Virus DE;positive;Corona;181;187
17223;HHirte;3;2;ARUGII heute im Bundesgesetzblatt, tritt ab 1.1.2020 in Kraft. Als Gesetzgeber beobachten wir jetzt genau, inwieweit die neuen Vorgaben zur Transparenz Festlegung der Maximalverguetung umgesetzt werden. Klar ist: Das Gesetz staerkt Aktionaersrechte durch mehr Mitbestimmung -TH;positive;Aktionaersrechte;232;248
10987;UdoHemmelgarn;3;24;Mir wird speiuebel, wenn ich etwas von Anetta Kahane und dieser schmierigen Amadeu-Antonio-Stift. hoere! Gerade in der gegenwaertigen Krise braucht es Positives! Migranten Freiheit Coronakrise COVID2019;positive;Coronakrise;181;192
3239;DoroBaer;84;1229;Wohoo! berichtet gerade im Kabinett, dass wir von unserer Corona Warn App schon ueber 6 Millionen Downloads haben. Danke Euch fuer Eure Unterstuetzung!;positive;Corona;58;64
18042;DJanecek;2;15;Fliegen mit gruenem Kerosin. Wie man dank effizienter und guenstiger Katalysatoren das Treibhausgas zur Herstellung von Kerosin noch besser nutzen kann, zeigen jetzt britische Forscher.;positive;Treibhausgas;87;99
9123;cem_oezdemir;32;567;Lieber Winfried, mit Dir ist Baden-Wuerttemberg oekologischer, sozialer und weltoffener geworden. Du bist Deutschlands beliebtester Ministerpraesident. Super, dass Du weitermachen willst! Ein guter Tag fuer unser Laendle. Kretschmann;positive;Ministerpraesident;132;150
8263;UllaJelpke;15;12;Die Zustaende in den Hotspots auf den griechischen Inseln spotten jeder Beschreibung. Dass Tausende Gefluechtete ueber Monate und Jahre unter unmenschlichen Bedingungen in diesen ueberfuellten Lagern festgehalten werden, ist eine Schande fuer Europa!;negative;Gefluechtete;100;112
5892;W_SK;0;0;Sie schreibt: Einzelfallhilfe bleibt abgeschafft. Das ist Unsinn und darauf bezog sich mein Tweet. Lasst uns eine konstruktive und keine Ideologie-Debatte fuehren! Da sind wir doch als Gruene auch dabei und auf einem guten Weg zu einer Gruenen Alternative zu Hartz IV. .;negative;Gruene;185;191
4042;FrankSchwabe;7;10;Diese Debatte ist ein Aufschrei der Empoerung ueber eine europaeische Schande! Die Seenotretter sind die Helden unserer Zeit. Wir muessen sie vor Kriminalisierung schuetzen. Wir brauchen eine neue EU Rettungsmission. Seenotrettung Europarat;negative;Seenotrettung;217;230
12369;oezoguz;1;10;Eindrucksvoll fand ich die Worte von Joseph Schuster am 9.11.18. Als die Verfolgung der Juden begann, waren offenbar sehr viele dagegen, zeigten es aber nicht. Heute gehen Tausende auf die Strasse, wenn gegen Fluechtlinge, Juden oder Muslime gehetzt wird. Und das ist ermutigend.;positive;Fluechtlinge;209;221
20400;TobiasMPeterka;2;4;(Erneut) Randale von Linksextremen (Antifa-Terroristen Co.) in Friedrichshain/Berlin. Hart durchgreifen, statt masslose Verharmlosung! Rigaer94 Liebig34 Rigaer Strasse / Q:;negative;Linksextremen;21;34
15939;Martin_Hess_AfD;1;4;Radikalisierung findet immer oefter in privaten und virtuellen Netzwerken statt. Der Staat muss sich darauf einstellen: salafistische Gefaehrder ueberwachen und bei Straftaten abschieben oder laengerfristig die Freiheit entziehen!;negative;Radikalisierung;0;15
3509;zaklinnastic;66;116;In Chile geht Praesident Milliardaer Piera mit Militaer gegen Demonstranten vor (1 Mio alleine in der Hauptstadt). Die Bundesregierung schweigt zu den Vorgaengen im Vorzeigeland des Neoliberalismus. Wir kennen diese Doppelmoral ja schon bzgl Katalonien;negative;Neoliberalismus;182;197
15333;niemamovassat;1;15;In dem von Ihnen verlinkten Artikel geht es um iranischen Staatsfunk. Die entsprechenden Medien dort stehen unter Kontrolle des Regimes . Der Iran ist eine Diktatur. Dies mit Deutschlands oeffentlich-rechtlichem Rundfunk zu vergleichen, ist an Dummheit kaum zu ueberbieten.;negative;Diktatur;156;164
270;carina_konrad;8;22;Der Boden ist unser wertvollstes Gut. Habitatverluste entstehen durch Flaechenverlust. Durch noch staerkere Subvention des ineffizienten Oekolandbau wird der Habitatverlust beschleunigt. Das ist ideologischer Arten-und Naturschutz.;positive;Naturschutz;219;230
14473;Schneider_AfD;15;28;Die TAZ erklaert die Welt. Habe mich schon die ganze Zeit gewundert, wieso in Berlibanon und den bunt bereicherten Slums dieser Republik Corona kein Thema ist... Koran Islam Alkoholverbot;positive;Corona;137;143
6373;HeikoMaas;94;287;Die Nationalisten und Populisten wollen uns Angst machen vor Vielfalt, vor Minderheiten, vor Gefluechteten. Doch die meisten Europaeer wollen ein weltoffenes, tolerantes Europa. Umso wichtiger ist, dass diese Europaeer waehlen gehen! Europaistdie Antwort;negative;Nationalisten;4;17
7388;Kaiser_SPD;0;3;Stehende Ovationen fuer Wolfgang Tiefensee auf dem SPD-Landesparteitag in Erfurt. Klare Worte, klare Mission. Auch das Regierungsprogramm ist nach konstruktiver Debatte von den Delegierten einstimmig angenommen. Lustauf Zukunft;positive;Regierungsprogramm;119;137
7860;FrStraetmanns;2;9;Befristete Arbeitsvertraege finden wir als nirgendwo gut. Gleich geht es im Bundestag um solche Stellen in der Wissenschaft, unser Antrag dazu:;negative;Arbeitsvertraege;11;27
3294;Schwarz_MdB;0;6;Die FDP hat die Demokratie schwer geschaedigt und mit dem Faschisten Hoecke Geschaefte gemacht. Jamaika ablehnen und dann so eine Nummer.....sprachlos!;negative;Demokratie;16;26
602;MGrosseBroemer;1;21;Seit Dezember sind ueber 50 LKW-Ladungen aus Deutschland als Hilfe nach Griechenland verbracht worden. Wir helfen also schon vor Ort.;positive;Griechenland;72;84
8523;juergenhardt;2;9;Nach inspirierender Rede von jetzt Austausch mit Vertretern Nordischer und Baltischer Staaten. Muessen Europa stark, handlungsfaehig und zukunftsfest machen! cdupt18;positive;Europa;103;109
14838;karl_lauterbach;51;337;Es ist wahrlich bedenklich, wie wenig Unterstuetzung Italien aus der EU bisher hatte, und China jetzt einspringt. Das macht auch deshalb Sorgen, da wir eine Staatsfinanzkrise in Italien nicht ausschliessen koennen, die dann grosse Finanzmittel der EU braucht;negative;Staatsfinanzkrise;157;174
291;carina_konrad;3;12;Verantwortung fuer die Zukunft zu uebernehmen bedeutet vorallem verbal abzuruesten. Wenn wissenschaftliche Studien in Metastudien solange aus dem Zusammenhang gerissen werden, bis rauskommt , was rauskommen soll ist das nichts als Panikmache.;negative;wissenschaftliche;89;106
7729;MatthiasHauer;0;1;Wenn Staedte - v.a. wegen hoher Sozialausgaben - mehr Geld ausgeben als sie einnehmen, ist genau das das Hauptproblem.Die Staedte muessen in die Lage versetzt werden, auskoemmlich zu wirtschaften. Altschuldenabbau ist wichtig, hilft aber nur, wenn kuenftige Schulden verhindert werden.;positive;Altschuldenabbau;197;213
17749;Martin_Hess_AfD;4;11;Gewalt laesst sich nicht in Problemvierteln isolieren. Gewalttaeter organisieren sich und greifen Vertreter des Staates an. Der Staat muss auf diese Kriegserklaerung hart und konsequent reagieren. Nulltoleranz fuer Angriffe auf das staatliche Gewaltmonopol!;negative;Angriffe;215;223
10309;R_Hartwig_AfD;17;44;Da ist sie doch schon laengst, wie ihr Parteitag in Leipzig einmal mehr vor Augen gefuehrt hat! Und das Arzneimittel AfD forte weist sie weit von sich! Also wird es weiter bergab gehen!;negative;AfD;117;120
1796;th_sattelberger;0;0;Verrohung der Sitten.Sie ist im Aufsichtsrat,falls Sie wissen,was das heisst.Da ist man anderem Code of Conduct unterworfen. Ein Aufsichtsrat mit Interessen haelt sich da zurueck oder erklaert sich befangen.Nichts gegen Brandenburg,aber ohne Parteipolitik;negative;Aufsichtsrat;32;44
25672;StefanKaufmann;0;20;Hat Spass gemacht mit den Kollegen und War zwar wenig kontrovers, aber mit sehr ernsthaftem Blick. Danke colognepride! Diversitaet macht uns staerker! Und auch die Themen gehen uns nicht aus. Art3GG;positive;Diversitaet;119;130
7032;n_roettgen;27;166;Heute jaehrt sich das schreckliche Massaker von Srebrenica zum 25. Mal - nicht nur trauriger Gedenktag, sondern auch Weckruf, unsere internationale Schutzverantwortung nicht zu vergessen uns unerbittlich in Konflikten wie Syrien fuer den Schutz von Zivilisten einzusetzen. R2P;positive;Schutzverantwortung;148;167
14607;FrStraetmanns;0;3;Heute ist auch Internationaler Tag zur Unterstuetzung der Folteropfer. In Zeiten wie diesen, in denen selbstverstaendliche Rechte zunehmend in Frage gestellt werden, ist dieser Tag vielleicht wichtiger denn je. Menschenrechte;positive;Menschenrechte;211;225
3049;b_riexinger;72;241;Die organisierte Rechte um NPD und AfD laesst die Masken fallen. Alle, die nicht in ihr Weltbild passen, werden angegriffen. Die saechsische Regierung schaut zu und laesst die Rechten machen - aber rechte Gewalt darf nie folgenlos bleiben. Chemnitz;negative;rechte;198;204
26088;Dr_Rainer_Kraft;0;5;Die AfD lehnt jede Kooperation mit Sozialisten und anderen totalitaeren Ideologen ab. Wuerden alle Parteien so konsequent handeln, ginge es unserem Land deutlich besser. Nie Wieder Sozialismus Sozialismustoetet;negative;Sozialismus;181;192
24963;mdb_schreiber;0;5;Ich moechte mich zum Tagdes Notrufs bei allen Rettungskraeften bedanken! Ihr leistet Grossartiges und ihr habt dafuer unseren Respekt und unsere Unterstuetzung verdient! 112live Twitter Gewitter und an alle anderen: bei Stau Rettungsgasse - erleichtert ihre Arbeit;positive;Rettungskraeften;46;62
25947;fbrantner;5;19;Unterschiedliche Reisewarnungen in der EU verwirren die Menschen. In unserem offenen Brief an mit fordern wir eine EU-weite Koordinierung und klare Kritierien fuer Risikogebiete. Fuer groesstmoeglichen Schutz und um neue Grenzkontrollen zu verhindern.;negative;Risikogebiete;164;177
256;SoenkeRix;0;0;Ich jedenfalls finde es gut, wenn Parteien nicht mehr fuer Privatisierung sind.;positive;Parteien;34;42
4997;AndrejHunko;4;7;Informationen aus Kampfgebieten fuer eine wirksame Grenzkontrolle? Die heutigen EU-Ratsschlussfolgerungen zur Bekaempfung von Terrorismus und Gewaltextremismus sind gefaehrlich, denn sie fordern noch mehr Zusammenarbeit von Militaer mit Polizei Justiz:;negative;Terrorismus;126;137
20568;pascalmeiser;1;0;Im Juli 2017 forderte das Bundesverfassungsgericht die Bundesregierung auf, das Tarifeinheitsgesetz nachzubessern. 1,5 Jahre hat sie nichts getan, nur um jetzt im Schnellverfahren doch noch ein Gesetz durchbringen zu wollen Demokratie la Gro Ko :;negative;Demokratie;224;234
5977;UllaJelpke;4;18;Es sollte eine Selbstverstaendlichkeit Deutschen, die von den Nazis ins Exil gezwungen wurden und ihre dts. Staatsbuergerschaft verloren haben, sowie ihren Nachfahren uneingeschraenkten Rechtsanspruch auf Rueckerwerb deutscher Staatsbuergerschaft zu geben.;negative;Nazis;62;67
25162;KatjaMast;9;48;Frauen in Fuehrungsposition sind doppelt wichtig. Sie koennen gut fuehren und sie sind wichtige Vorbilder. Gut, dass Franziska Giffey und Christine Lambrecht die Quote in Vorstaenden ausweiten wollen. frauenkoennenalles;positive;Frauen;0;6
20211;filizgreen;0;1;Meine besten Glueckwuensche an Mevluede Gen und Farid Ahmad, die vom mit dem Internationalen Marwa El Sherbini-Preis fuer Zivilcourage ausgezeichnet wurden. Wuerdige Preistraeger! hasshatkeinherz;positive;Zivilcourage;122;134
2748;niemamovassat;6;25;BVerf G: Die Bestandsdatenauskunft in ihrer derzeitigen Form ist verfassungswidrig. Der Gesetzgeber muss Rechtsgrundlagen mit hoeheren Eingriffsschwellen und Rechtsschutzmoeglichkeiten schaffen. Bundesverfassungsgericht;negative;Bundesverfassungsgericht;195;219
