doc_id;full_text;topic;label
JuergenBraunAfD15842599771;Typisch fuer die zynische Menschenverachtung dieser gruenlinken EU-Ideologen! Ulrike Guerot ist lautstarke Noch Mehr EU-Propagandistin im No Borders-Wahn. Waehrend offene Grenzen schon wieder Menschenleben kosten, sieht sie die Corona-Pandemie als Chance. Widerlich!;gruenlinken;negative
JuergenBraunAfD15864658031;Zu den fundierten Zahlen aus Heinsberg fiel Drosten und Kleber wenig ein. So ist das, wenn Theorie von Realitaet eingeholt wird. Schon bei Schweinegrippe hatte Drosten drastisch falsch gelegen, wie auch RKI - und Kleber! Ja, Corona ist ernster, aber hoert auf mit der Panik!;Drosten;negative
JuergenBraunAfD15865559661;Es wird immer verrueckter, im wahrsten Sinne! Jetzt sollen gesunde Buerger in die Psychiatrie. Erinnert fatal an Sowjetunion. Passt! Denn SPD-Frau Koepping war in der SED. Corona-Panik toetet unsere Freiheit. Wo soll das noch enden?;Corona-Panik;negative
JuergenBraunAfD15869750021;die Getriebenen oder: Wie der Staatsfunk ARD Geschichte faelscht. Peinliches Strickmuster: Alle ganz ganz boese ausser Merkel. Nur sie ist edel, hilfreich und gut. (+Juncker!) Boese: Seehofer Orban Soeder Kurz... Ganz boese natuerlich: Maassen Sachsen Polizei...(und Gabriel);Staatsfunk;negative
JuergenBraunAfD15878174291;Robert Koch duerfte im Grab rotieren, wenn er erfaehrt, was sich das RKI in seinem Namen leistet. Damals der Unsinn mit der Schweinegrippe (gemeinsam mit der ach so tollen WHO und dem heiligen Guru Drosten!). Zunaechst Corona verharmlost, dann Panik, aber gegen Obduktionen.;RKI;negative
JuergenBraunAfD15918791871;Dafuer zahlen wir doch gerne mehr als 8 Mrd. Zwangsgebuehren. Qualitaetsmedien wie ZDF heute labern dummes Zeug, verwechseln offenbar Fronleichnam mit Allerheiligen. Peinlich, wie Allrounddilettant Wulf Schmiese sich dabei blamiert. GEZ;Qualitaetsmedien;negative
JuergenBraunAfD15931989411;Glasgow heute: brutaler Messerangriff durch Mann. So gezielt verschwurbelt melden es die grossen Medien. ARD verschweigt den Tatort (Asylbewerberheim) und den Tatverdaechtigen. Weniger Information und mehr Propaganda geht kaum! glasgowattack;Medien;negative
JuergenBraunAfD15943014541;Fake News haben drei Buchstaben: ZDF In Sachen Propaganda und Corona-Panik gibt es keine Grenzen. Wie in totalitaeren Staaten: Unter Merkel ist alles toll, im Ausland aber alles schrecklich. Besonders natuerlich bei Trump... ARDZDF Medien GEZ;ZDF;negative
JuergenBraunAfD15960998011;Erst hat die Bundesregierung Corona entgegen der Warnungen der AfD ignoriert, dann mit dem Lockdown masslos ueberzogen. Die Rechnung fuer dieses Regierungsversagen ist nun amtlich:;Lockdown;negative
JuergenBraunAfD15964261471;Das gezielte Verbreiten von Corona-Panik dient immer staerker nur einem Zweck: Friedlichen Buergern soll Angst gemacht werden. Die Verfassungsfeinde sitzen in Altparteien und bei ARDZDF! Gewalttaetige Mobs von Antifa und BLM duerfen alles, friedliche Familien nichts! b0108;Corona-Panik;negative
JuergenBraunAfD15973491581;Panik-Latif + Panik-Lauterbach. Wie irre ist ZDF 2020? Wie unwissenschaftlich Latif Klimapanik verbreitet: Rekordhitze in Lingen ist Fake News! Latif und Lanz labern trotzdem von diesen falschen Werten. Standort Lingen ist ungeeignet. Ideologe Latif ignoriert die Fakten!;ZDF;negative
JuergenBraunAfD16016459221;Wenn Pseudo-Journalisten (Haltung! schreit ARD-Feldwebel Restle dazu) wie gegen Trump nichts mehr einfaellt, werden Verschwoerungstheorien erfunden. Aber diese Luegen dienen ja der guten gruenlinken Sache. Dann ist alles erlaubt beim ZDF! Trump Has Corona;ZDF;negative
JuergenBraunAfD16045615921;Die politische Zensur des Quasi-Monopolisten Twitter wird immer dreister. Jetzt wird schon das Gefaellt Mir verhindert. Der Machtmissbrauch dieser Plattform war soeben auch Thema im Bundestag. Dank an Ballot Harvesting Briefwahl Twitter Censorship Michigan;Zensur;negative
JuergenBraunAfD16070286131;Selten duemmliche Verschwoerungstheorie, von der einst serioesen FAZ verbreitet! Gelangweilter Ex-Prinz Harry sondert gruenstichigen Schwachsinn ab. Dafuer geben sich dt. Medien gerne her, aehnlich wie fuer die masslosen Zyniker von Davos. Corona WEF Reset;Medien;negative
K_SA15881560691;Der Gesetzentwurf von schiesst weit ueber das Ziel hinaus und laesst empfindliche Luecken. Die Unterstuetzung fuer den Oeffentlichen Gesundheitsdienst ist voellig unzureichend. Mein Statement mit zum neuen Bevoelkerungsschutzgesetz:;Bevoelkerungsschutzgesetz;negative
K_SA15895434601;Solange es keine umfassenden Studien und Antikoerpertests zu COVID19 gibt, bleibt die Diskussion um die Plaene von zum Immunitaetsausweis eine Pseudodebatte. Der Minister waere mit Zurueckhaltung besser beraten. Hier mehr dazu:;Immunitaetsausweis;negative
KaiGehring15610199341;Belarus ist als letzte Diktatur Europas und letztes europaeisches Land, das die Todesstrafe vollstreckt, menschenrechtlich eine Katastrophe. Internationale Sportveranstaltungen, mit denen sich die Machthaber schmuecken koennen, haben dort nichts verloren! Europaspiele;Belarus;negative
KaiGehring15664598411;Sao Paulo im Dunkeln, da riesige Gebiete im Amazonas Pantanal verbrennen. 2019 hat es in Brasilien schon 71.500 Waldbraende gegeben - fatal! Bolsonaro muss Brandrodung und Braende im Regenwald stoppen, sonst zerstoert er das Weltklima. Klimaschutz;Amazonas;negative
KaiGehring15711359371;Unsaeglich, empoerend hochdramatisch: derzeit sind allein 70.000 Kinder in Nordsyrien auf der Flucht - mehr als doppelt soviele duerften auf humanitaerehilfe angewiesen sein! Den Krieg stoppen!;Nordsyrien;negative
KaiGehring15712402131;Fuer jeden Ausschuss im Bundestag ist ein rechtsextremer Vorsitz eine schlimme Zumutung. Als Rechtsausschuss-Vositzender ist Brandner mit seinen regelmaessigen braunen Entgleisungen besonders untragbar. Danke Bundestag noafd;Brandner;negative
KaiGehring15742635291;Wissenschaft geniesst besonders hohes Vertrauen in unserer Gesellschaft und viele Menschen erwarten, dass sich Wissenschaftler*innen mit Bedacht in politische Debatten einbringen. Das ist ermutigend und zugleich eine grosse Verantwortung!;Wissenschaft;positive
KaiGehring15764234641;Koennen wir bitte diskutieren, warum die Regierungschefs nicht in der Lage sind, das Weltklima zu retten - statt ueber Bahnreise? Hoert endlich auf, Klimschutz zu vermasseln von diesem Wahnsinn abzulenken! COP25;Klimschutz;negative
KaiGehring15821877181;Es reicht! LGBT-freie Zonen in der EU sind Bullshit, eine Schande und nicht hinnehmbar! Fuer LGBTI* gelten gleiche Menschenrechte und Diskriminierungsschutz! Bruessel muss das durchsetzen garantieren - sonst sanktionieren! Polen;LGBTI*;negative
KaiGehring15833459111;Karliczek und Gro Ko haben das BAfoe G abstuerzen lassen. Trotz Novelle gehe es weiter abwaerts. Man habe auf 100.000 zusaetzliche Empfaenger gehofft. Doch nun wird offenbar nicht einmal diese bescheidene Zahl erfuellt. - mit Kollegin;BAfoe;negative
KaiGehring15857261111;Niemals auf Propaganda von China reinfallen! Erst recht nicht in Krisenzeiten wie Corona Pandemie! Mehrzahl der wenigen kritischen Berichterstatter*innen hat die brutale chinesische Diktatur verschwinden lassen, sie kratzen am globalen Saubermann-Image.;China;negative
KaiGehring15882394271;Bedauerlich, dass die Sorge der Studierenden vor Schulden offenbar kaum wahrgenommen werden. 3 Mio. junge Menschen im Studium werden auf Studienkredite vertroestet. Bezueglich Notfallfonds noch alle unklar. Echte Nothilfe geht echt anders!;Studienkredite;negative
KaiGehring15882423001;Die Studienkredite von sind eine bildungspolitische Bankrotterklaerung! Die Coronakrise wird damit fuer den Grossteil der knapp 3 Millionen Studierenden zur Bildungskrise Schuldenfalle. Das ist unterlassene Hilfeleistung der GroKo!;Studienkredite;negative
KaiGehring15904924481;Forderungen aus CDU/CSU-Fraktion, den Mindestlohn abzusenken oder einzufrieren, ist kaltschnaeuziges Sozialdumping zulasten von Menschen, die ohnehin in finanziellem Engpass stecken. Mindestlohn muss schon lang steigen, coronabedingt noch staerker!;Mindestlohn;negative
KaiGehring15914690761;Wahnsinnig wichtig ermutigend, dass heute so viele Menschen hierzulande gegen Rassismus auf Plaetzen Zeichen setzten! Laesst hoffen, dass unsere Gesellschaft Hass, Gewalt Menschenverachtung beherzter entgegentritt! Fightracism Justice For George Floyd Black Lives Matter Germany;Rassismus;positive
KaiGehring15953965101;Waehrend in der Pandemie-Krise die ganze Welt gespannt auf die Wissenschaft blickt, beschliessen die europaeischen Regierungschefs Kuerzungen fuer die Forschung. Das ist paradox, zukunftsvergessen und ein schwerer Fehler, der uns noch teuer zu stehen kommen wird. EUGipfel;Wissenschaft;negative
KaiGehring15972215841;Schande fuer den Bundestag: der kaeufliche FDP-Md B Gero Hocker. Er posiert in Werbe-Videos mit Lobbyisten, produziert von der Agentur seiner Mitarbeiter. Die Produktion zahlen die Lobbyisten. Hockers letzte dreiste Rede pro Tabakwerbung nun noch dreister.;Lobbyisten;negative
KaiGehring15975156541;Was fuer ein dumpfer Populismus, Wo genau auf Mallorca sind diese Partys? Da sind doch fast alle Locations Gastro dicht! Wie viel der Spanien-Urlauber sind Partyurlauber? Welche Statistik liegt dazu vor? Wovon will Minister ablenken? Spahn;Mallorca;negative
KaiGehring15982970151;Grossartiger Erfolg! So viele Unterschriften in Corona-Zeiten gesammelt, so viel Unterstuetzung Rueckenwind aus der Stadtgesellschaft! Moegen diese kuenftige Ratssitzungen klare Entscheidungen treffen, um diesen Aufbruch fuer die Verkehrswende in Essen konkret umzusetzen!;Verkehrswende;positive
KaiGehring16001649441;LGBTIQ* Rechte werden in Polen schon viel zu lange mit Fuessen getreten! LGBTIQ* freie Zonen und zunehmend eingeschraenkte Rechtsstaatlichkeit sind einem Land im Herzen Europas nicht wuerdig! Wir muessen uns gemeinsam fuer ein buntes Europa der Vielfalt und Freiheit einsetzen!;LGBTIQ*;negative
KaiGehring16011184011;Die soziale Notlage vieler Studierender, die sich pandemiebedingt verschaerft hat, ist Minister Karlizcek offenbar schnuppe. Das macht fassungslos ist zukunftsvergessen! Eine Generation Corona, die ihr Studium abbricht oder sich verschulden muss, darf es nicht geben!;Studierender;negative
KaiGehring16026744481;Die Wiederwahl Chinas in den UN-Menschenrechtsrat ist schwerer Schlag fuer das Prinzip der Universalitaet der Menschenrechte sowie Zumutung fuer die Millionen Opfer der Unterdrueckung durch das Regime in Peking. Mein gemeinsamer Kommentar mit;Chinas;negative
KaiGehring16097697461;Unmoegliches Timing: Karliczek glaenzen bei Corona-Bundespressekonferenz durch Abwesenheit. Wir haetten gerne gewusst: Was wird akut fuer die Schulen getan, damit nicht dauernd digitale Lernraeume abschmieren?;Karliczek;negative
KaiGehring16099352841;4/10 Mit dem Kurs der Bundesregierung schlittern wir eine verschaerfte Bildungsspaltung, die uns als Gesellschaft in den naechsten Jahren teuer zu stehen kommt. Die Schulen aechtzen unter dem Druck. Warum z.B. gibt es immer noch kein Bundes-Programm fuer Luftfilter an Schulen?;Schulen;negative
Kaiser_SPD15346111721;Was fuer ein Fest! Das Familienfest der spdthueringen, der SPD-Fraktion im Thueringer Landtag und der SPD Gera war ein voller Erfolg! Gute Stimmung, tolle Gaeste und interessante;Familienfest;positive
Kaiser_SPD15726233031;Wieder einmal beweist dieser Mann, dass er seines Mandates nicht wuerdig ist. Antisemitismus und Verschwoerungstheorien haben im Parlament nichts zu suchen: Brandner nennt Bundesverdienstkreuz an Lindenberg Judaslohn;Brandner;negative
Kaiser_SPD15931864311;Gera erneut erfolgreich! Der Bund foerdert das Tietz-Quartier auf der Sorge mit sensationellen 5,8 Mio. Euro! Ich als Mitglied der Fachjury fuer dieses Bundesprogramm bin sehr stolz, dass wir das geschafft haben.;Gera;positive
Kaiser_SPD15994724411;Toller Start fuer die Bundestagswahl 2021! Danke fuer das Vertrauen! Am 5. September hat mir mein Kreisverband einstimmig und mit viel Zuspruch das Vertrauen ausgesprochen, fuer Gera als Bundestagskandidatin im;Bundestagskandidatin;positive
KarambaDiaby15905748711;icantbreathe - Es sind entsetzliche Bilder, die uns aus den USA erreichen. Ein Schwarzer Mensch ist gestorben, weil ihn ein weisser Polizist mit dem Knie die Luft abdrueckte. Immer wieder kommt es zur Polizeigewalt gegen Schwarze Menschen. Das muss endlich aufhoeren. George Floyd;Schwarze;negative
KartesMdB15292080001;Heute steht zum ersten Mal waehrend der WM2018 unsere Elf auf dem Rasen! Wir sind stolz auf Die Mannschaft und freuen uns auf mitreissende Spiele. Uns allen wuensche ich viel Spass beim Zuschauen, Tippen und Mitfiebern! Auf gehts Jungs, viel Erfolg! Koenig Fussball Ger Mex;WM2018;positive
KartesMdB15340802701;Kampfgeist und Leidenschaft hatten heute alle fuenf Mannschaften beim Human Table Soccer Turnier der cdulumaudach . Die CDU Niederfeld konnte als Gewinnerteam den Pokal nach Hause bringen. Herzlichen Glueckwunsch! soccerturnier tolle Mannschaften Kartesauf Sommertour;Soccer;positive
KatjaKeul15259565141;Spannender Austausch mit Max Weber von und Alexander Schudy von Eine Welt Stadt Berlin ueber konkrete Handlungsmoeglichkeiten in Sachen Ruestungsexporte. Schoene Location und gute Gespraechsatmosphaere! Abruestung Frieden;Austausch;positive
KatjaKeul15613541831;Iran-Krise: Es ist erschreckend wie hilflos 28 EU Staaten angesichts ungerechtfertigter US-Sanktionen dastehen. Im Sinne unseres eigenen Sicherheitsinteresses sollten wir daran arbeiten das zu aendern.;Iran-Krise;negative
KatjaKeul15617025281;Die Situation im Iran ist ein Fiasko. Versorgung mit Hilfsguetern ist quasi unmoeglich und internationale Banken sind maximal verunsichert. Hoechste Zeit, INSTEX in Gang zu bringen! (/tk);Iran;negative
KatjaKeul15683654511;Grosses Dankeschoen an von Er hat beim Gruendungstreffen zum Parlamentskreis Atomwaffenverbot deutlich gemacht, wie enorm wichtig unsere Unterstuetzung aus dem Bundestag fuer das Anliegen ist.;Atomwaffenverbot;positive
KatjaKeul15768450161;Unfassbar! Seit Kuendigung des Iran Deals im Sommer 2018 wurde noch keine einzige Transaktion ueber INSTEX abgewickelt! Die EU muss hier entschlossener vorgehen, wenn sie jemals ihre Souveraenitaet gegen US Sanktionen verteidigen will.;Iran;negative
KatjaMast15189720441;Super Basiskonferenzen zum Mitgliederentscheid in Mainz. Phantastisch wie viele engagierte Teilnehmer tolle Ideen zu SPDerneuern und einer moeglichen Regierungsbeteiligung hatten . So koennen wir Gemeinsam Was Bewegen! Groko;Mitgliederentscheid;positive
KatjaMast15395296741;ltwBY18 ist ein Paukenschlag. Die CSU ist fuer ihren Rechtsruck und ihren Krawall in der Groko abgestraft worden. Fuer die ist das Ergebnis bitter. Da gibt es nichts zu beschoenigen. Wir haben es in Bayern nicht geschafft, mit unseren Themen Durchschlagskraft zu erreichen.;ltwBY18;negative
KatjaMast15489465091;Super: in Brandenburg wurde heute Deutschlands erstes Paritaetsgesetz beschlossen! In Zukunft heisst es, die Haelfte der Macht fuer Frauen. Ein gutes Signal fuer die Bundesebene! Paritaet ist moeglich - in Frankreich uebrigens schon seit 2001.;Paritaetsgesetz;positive
KatjaMast15509076761;Der 23.02. ist ein Tag des Gedenkens an die dunkelsten Stunden in Pforzheim. Faschisten haben diesen Vernichtungskrieg verursacht. Es macht mich wuetend, dass Nazis heute das Gedenken missbrauchen. Lasst uns deshalb auch Flagge zeigen gegen Hass, Hetze und Gewalt. Nie Wieder;Faschisten;negative
KatjaMast15621237341;Der 3. Juli ist fuer uns von der Tagdes Mindestlohns, denn heute vor fuenf Jahren hat der Bundestag ihn beschlossen. Der gesetzliche Mindestlohn ist eine historische Leistung. Er hat jeder Kritik Stand gehalten. Er hat keine Arbeitsplaetze gekostet. (1/3);Mindestlohn;positive
KatjaMast15669709381;Mehr Frauen sind in Normalarbeit! Gute Nachricht - nur so koennen eigene Ansprueche in Sozialversicherungen fuer gute Rente erworben werden. Dafuer haben wir auch Brueckenteilzeit + Rueckkehrrecht eingefuehrt. Was noch fehlt: gleiche Bezahlung fuer gleiche Arbeit!;Frauen;positive
KatjaMast15716404241;Glueckwunsch zum 70., Ohne Gewerkschaften waeren wir nicht dort, wo wir heute sind. Der DGB hat unser Land gepraegt: sozial-, arbeitsmarktpolitisch weit darueber hinaus. Und er wird auch weiterhin gebraucht! dgb70;DGB;positive
KatjaMast15815898451;Der Mindestlohn hat unser Land positiv veraendert! Seine Einfuehrung war ein sozialpolitischer Meilenstein hat vIelen zu besseren Loehnen verholfen. Perspektivisch ist fuer mich aber klar: der Mindestlohn muss auf mindestens 12 steigen!;Mindestlohn;positive
KatjaMast15916316091;Kunzmann sollte sich schaemen. Er ist nicht tragbar. Solche Aeusserungen passen weder zu Baden-Wuerttemberg, noch zu Deutschland. Sie sind einfach nur unwuerdig!;Kunzmann;negative
KatjaMast15931690331;Das ist Politikversagen in gruen-schwarz! Die Landesregierung ist nicht in der Lage, wirksam gegen das Geschaeftsmodell in der Fleischindustrie vorzugehen, das mit dem Infektionsgeschehen zusammenhaengt. Im Bund werden werden wir schaerfere Gesetze umsetzen!;Landesregierung;negative
KatjaMast16006729831;Eine absolut zynische Aussage von Friedrich Merz. Viele Menschen machen sich Sorgen um ihre Arbeit... Kurzarbeit sichert in der Corona-Krise Beschaeftigung. Und das fuer sehr viele Menschen ihre Familien.;Merz;negative
KatjaMast16020797681;Kurzes Treffen von SPD-Frauen mit Swetlana Tichanowskaja vor dem Reichstag. Beeindruckende Frau Vorkaempferin fuer demokratischen Wandel in Belarus. Ich habe groessten Respekt vor den unzaehligen DemonstrantInnen. Sie verdienen unsere Unterstuetzung.;Tichanowskaja;positive
KatjaMast16055428171;Wie Querdenken und Co. gezielt versuchen Kinder, ihre Beduerfnisse u. ihre Gesundheit fuer ihre Zwecke zu instrumentalisieren macht mich fassungslos... In diesem Fall ist es ausserdem eine ungeheure Verharmlosung der Verbrechen Nazi-Deutschlands. Via;Querdenken;negative
KatjaMast16070725201;Stahlknecht u. die sind sich der Tragweite ihrer Handlungen entweder nicht bewusst oder auf dem Weg zur wie auch immer gearteten Zusammenarbeit mit der AfD. Beides ist fatal, Letzteres mehr als ein Tabubruch. Und der CDU fehlt die Kraft Einfluss zu nehmen.;AfD;negative
KatrinHelling15621673801;Ich begruesse die Grundsatzentscheidung des zur Sterbebegleitung. Das Urteil gibt Rueckenwind fuer die von der geforderte Liberalisierung der Sterbehilfe. Mein ausfuehrliches Statement bei Facebook:;Sterbebegleitung;positive
KatrinHelling15629239931;Die Antworten der Bundesregierung auf meine kleine Anfrage zu den massiven Umsetzungsproblemen bei der Medizinprodukteverordnung sind unbefriedigend. Entschiedenes Handeln, nicht laue Appelle ist jetzt gefragt! Mein ausfuehrliches Statement bei Facebook:;Medizinprodukteverordnung;negative
KatrinHelling16077780001;Dt. Familienrecht haelt an veralteten Vorstellungen zu Unterhalt u. Kinderbetreuung fest mit ungerechten Ergebnissen u. zum Nachteil des Kindeswohls. Statt Reformen verzoegert die GroKo nur u. verschwendet Steuergeld. Hier meine Rede dazu: Wechselmodell;Familienrecht;negative
KerstinGriese15524240331;Toller Abend bei der mit der besten Nachricht der Woche: endlich konnte sich die durchsetzen, dass die Wahlrechtsausschluesse von Menschen unter vollstaendiger Betreuung abgeschafft werden. Das inklusive Wahlrecht kommt!;Wahlrechtsausschluesse;positive
KerstinGriese15616313351;Am donnerstagderdemokratie danke ich allen ehrenamtlich Engagierten, die sich in Vereinen, Verbaenden und Kirchen fuer gesellschaftlichen Zusammenhalt einsetzen und gegen Hass und Hetze aufstehen. Sie alle sind wahre Alltagshelden! Danke an fuer die Initiative!;ehrenamtlich;positive
KerstinGriese15992097591;Der Inklusionspreis fuer die Wirtschaft 2020 ist digital vergeben worden. Interessante und begeisternde Beispiele, die zeigen: Inklusion im Arbeitsleben ist machbar. Und ein Gewinn fuer alle!;Inklusionspreis;positive
KirstenKappert15397984601;Bestes Timing. Heute hat kanada cannabis legalisiert. Heute habe ich diese Kanadier im getroffen. Congratulation - promise kept! Hopefully Germany will follow soon - fuer Jugend- und Gesundheitsschutz.;cannabis;positive
KirstenKappert15998158391;Seehofer redet im Bundestag von Naechstenliebe und ueberlaesst im selben Atemzug Menschen in Not sich selbst. Das Mindeste waere es, endlich den Kommunen die Aufnahme zu ermoeglichen! Moria Wir Haben Platz;Moria;negative
KonstantinNotz15550776431;Eine wirklich haarstraeubende Antwort des auf meine Frage zu Amazon Alexa Das Ministerium macht sich einen extrem schlanken Fuss und laesst Nutzer Aufsichtsbehoerden im Regen stehen. Gestaltung des digitalen Wandels? Fehlanzeige!;Alexa;negative
KonstantinNotz15639092031;Das demagogische Hetzen gegen bestimmte Menschengruppen wegen ihrer ethnischen oder religioesen Zugehoerigkeit ist schlichter Rassismus. Dieser Rassimus ist widerlich, geschichtsvergessen und inzwischen ein massives Problem fuer die Inneren Sicherheit in Deutschland Waechtersbach;Rassismus;negative
KonstantinNotz15645111301;Die erschuetternde Tat von Frankfurt mit der Fluechtlingskrise 2015 zu verknuepfen, um Profit daraus zu schlagen, ist offenkundig abwegig und politisch einfach maximal widerlich - hat aber bei der AfD offensichtlich System.;AfD;negative
KonstantinNotz15835925671;Liebe Die in Teilen der Partei Die Linke zum Ausdruck gebrachte Parlamentsverachtung ist geschichtsvergessen und schwer ertraeglich. Die Indifferenz zur Menschenrechtssituation in Venezuela, Kuba, etc. - voellig indiskutabel.;Linke;negative
KonstantinNotz15840228841;Fuer Nationalisten + voelkische Ideologen sind Probleme immer extern bedingt,von Menschen,Laendern,Staaten,die sich fernab der eigenen Grenzen befinden oder von dort kommen.Diese menschenfeindlichen Verschwoerungstheorien sind in Zeiten von Corona toedlich,weil falsch und irrefuehrend;Nationalisten;negative
KonstantinNotz15856429421;Es ist ungeheuerlich und irritierend wie verdichtet die Erkenntnis- und Hinweislage bzgl der Gefaehrlichkeit von Stephan E.und Markus H. vor dem Mord an Walter Luebcke war Kassel;Luebcke;negative
KonstantinNotz15878966321;Unterirdisch, dass wir noch Debatten fuehren, bei denen so getan wird, als seien Daten- Privatssphaerenschutz Wohlfuehl-Features und nicht alles entscheidende Freiheitsrechte, die entscheiden, ob Instrument rechtsstaatlich ist oder nicht. Corona App;Privatssphaerenschutz;negative
KonstantinNotz15916955351;Warum die FDP ausgerechnet in diesen Zeiten - in denen es Qualitaet im Journalismus und bei Informationen dringender denn je braucht - mit der AfD im Duett das populististische Liedchen gegen den OeffenlichRechtlichen Rundfunk singen will, ist mir gaenzlich unverstaendlich.;FDP;negative
KonstantinNotz15949696311;Bei der Verfassungswidrigkeit von Sicherheitsgesetzen geht es lang schon nicht mehr um Einzelfaelle Die Ignoranz der Gro Ko gegenueber den Freiheitsrechten im Digitalen Zeitalter ist strukturell. Bestandsdaten;Sicherheitsgesetzen;negative
KonstantinNotz15986919841;Die Reformplaene von CDU SPD und CSU zum Wahlrecht sind so dysfunktional, dass der Deutsche Bundestag bei der BTW2021 wahrscheinlich nicht wieder kleiner, sondern noch groesser wird. Es ist ein demokratischer Frontalunfall mit Vorsatz der Groko;Wahlrecht;negative
KonstantinNotz16008546751;Der bisher geringe Nutzen der Covid19-App ist aeusserst bedauerlich. Die Bundesregierung muss lange bekannte Defizite, auch mit Blick auf steigende Fallzahlen, schnellstmoeglich abstellen. Mein Statement zur 100-Tage-Bilanz gegenueber;Covid19-App;negative
LangeMdB15691414111;Kunst Kultur im laendlichen Raum: gerade bei der Eroeffnung der Ausstellung Formen und Farben im Buergerhaus Unterweissach gewesen. Tolle Ausstellung, anregende Gespraeche;Kultur;positive
LeniBreymaier15547938211;In den 60ern wurden Autos mit sich halbnackt raekelnden Frauen beworben. Das gleiche Niveau erreicht jetzt der Verkehrsminister mit den Radhelmen. Scheuer hat die gesellschaftlichen Entwicklung der letzten 50 Jahre verpasst. Leider.;Scheuer;negative
LeniBreymaier15737342411;Nein, AKK, das Rentensystem stoesst nicht an die Grenze des Machbaren. Ihre Versuche, sich auf Kosten von unterschiedlichen Bevoelkerungsgruppen -heute sind es die Rentnerinnen und Rentner- zu profilieren, sind einfach nur peinlich.;AKK;negative
LeniBreymaier15790961211;Was fuer eine barbarische und feige Art der politischen Auseinandersetzung. Volle Solidaritaet mit meinem Kollegen und seinem Team, auf deren Wahlkreisbuero in Halle 5 Schuesse abgegeben wurden. Die geistigen Schuetzen sitzen auch in den Parlamenten.;Halle;negative
LieblingXhain15848112221;In Wirklichkeit verkriechen sich Kalbitz und Hoecke in den Schoss von Weidel um mit der Strategie der Selbstverharmlosung ihren Rechtsextremismus zu betreiben.Wer soll bei der krassen Bedrohung, die derzeit von rechtem Terror ausgeht, auf solche durchsichtigen Tricks reinfallen;Rechtsextremismus;negative
LisaPaus15571492691;Was ist eigentlich aus den Ankaeufen der Steuer CDs in NRW geworden? Nichts... Unter der neuen Regierung von CDU FDP wird die Jagd auf die Steuerhinterzieher langsam aber sicher beerdigt.;Steuerhinterzieher;negative
LisaPaus15665553671;Gerechtigkeit sollThema d. G7 Gipfels in Biarritz sein. Aber die Ungleichheit nimmt weltweit zu. Und sagt klar: Das liegt an ungerechten Steuersystemen und Deutschland spielt hier seit Jahren ein doppeltes Spiel. Das kann ich leider nur bestaetigen.;Steuersystemen;negative
LisaPaus15766593821;Weitere Einschraenkungen beim IFG sind der voellig falsche Weg! Oeffentlichkeit Bundestag haben ein Recht darauf auch unbequeme Wahrheiten zu erfahren. Cum Ex-Anklagen waeren ohne Aufarbeitung des Bundestages oeffentlichen Druck nicht denkbar gewesen;IFG;negative
LisaPaus15895260141;Ein guter Tag fuer die Gleichberechtigung Erstmals sind Frauen nicht mehr in der Minderheit im Bundesverfassungsgericht. Auf Vorschlag folgt Astrid Wallrabenstein.;Gleichberechtigung;positive
LisaPaus15928166561;Clearstream ist die Spinne im Netz des groessten Steuerraubs der Geschichte Cum Ex. Die BaFin fuehlt sich dafuer nicht zustaendig. Das ist exemplarisch fuer das Versagen dieser Finanzaufsicht und des Bundesfinanzministeriums.;Clearstream;negative
LisaPaus15936850161;125 Mrd. Transaktionen Dax-Unternehmen und keiner fuehlt sich fuer die Geldwaesche-Aufsicht zustaendig?!? Das sind nicht Luecken, dass sind KRATER bei der Wirecard Aufsicht Das allein ist schon ein Skandal...;Wirecard;negative
LisaPaus16041532811;Der Rettungsplan fuer Veranstalter und Soloselbststaendige steht jetzt auf meiner Webseite. Die Koalition hat 8 Monate lang nichts praktikables vorgelegt. Es bleibt nicht mehr viel Zeit, um eine riesige Pleite- und Selbstmordwelle zu verhindern.;Rettungsplan;negative
LisaPaus16045705141;Persoenlich halte ich Vermoegensabgabe fuer sehr zielgerichtet effizient zur Beteiligung der Krisen-Profiteure an einen fairen Lastenausgleich: Vermoegens muss nur einmalig bewertet werden Belastung kann flexibel nach Hoehe Rueckzahlungszeitraum angepasst werden.;Vermoegensabgabe;positive
MGrosseBroemer16081425321;AfD wie immer unzuverlaessig und meldet Austritt einen MdB aus der Fraktion fast einen Monat zu spaet, verstoesst massiv gegen parlamentarische Regeln und nimmt dadurch einen Sitz im Verteidigungsausschuss ueber drei Wochen zu Unrecht in Anspruch. keine Alternative chaostruppe;AfD;negative
MWBirkwald16065724531;Wie dumm ist eigentlich die no Af D? Sie will nur 25 der gesetzlichen Rente auf die Grundsicherung im Alter, also das Rentner-Hartz IV, anrechnen. Dazu sagt Dann erhielte man selbst bei 3200 netto Rente noch steuerfinanzierte Grundsicherung. Absurd! AfDBPT20;Af;negative
MaikBeermann15269241871;Das ist ja eigentlich schon der Witz an sich. Wird Horst Seehofer sonst reelmaessig fuer sein Handeln und seine Denke von der kritisiert, wird hier tatsaechlich so getan, als waere der Familiennachzug fuer Gefaehrder eine Idee von Seehofer. Der Komoedienstadl geht also weiter...;Seehofer;negative
